id,type,period,figure_num,page_num,pottery_id,caption_text,position,rotation,folder,image_path,page_ref,collection,source_pdf
Righetti_1.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,3 4 5 6 1 2,TOP,RIGHT,Fig.157,Fig.157/Righetti_1.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_2.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,3 4 5 6 7 8,TOP,RIGHT,Fig.157,Fig.157/Righetti_2.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_3.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,"11 12 13 14 Fig.157: Gobelets, Hili 8 (dessins P. Gouin). 1:H8/79/1923/UF400; 2:H8/82/2620/UF1217; 3:H8/79/1275/UF125;4: H8/77/81; 5:H8/79/1272/ UF125 ; 6: H8/81/2359/UF722; 7: H8/78/1032/UF789; 8: H8/79/1926/UF131;9: H8/78/847/UF60 ; 10:H8/78/627/UF28; 11:  H8/82/2816; 12: H8/79/1384/UF130; 13:H8/81/2515/UF907; 14: H8/79/1380/UF401.",TOP,RIGHT,Fig.157,Fig.157/Righetti_3.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_4.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,"13 14 Fig.157: Gobelets, Hili 8 (dessins P. Gouin). 1:H8/79/1923/UF400; 2:H8/82/2620/UF1217; 3:H8/79/1275/UF125;4: H8/77/81; 5:H8/79/1272/ UF125 ; 6: H8/81/2359/UF722; 7: H8/78/1032/UF789; 8: H8/79/1926/UF131;9: H8/78/847/UF60 ; 10:H8/78/627/UF28; 11:  H8/82/2816; 12: H8/79/1384/UF130; 13:H8/81/2515/UF907; 14: H8/79/1380/UF401. 9 10",TOP,RIGHT,Fig.157,Fig.157/Righetti_4.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_5.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,"13 14 Fig.157: Gobelets, Hili 8 (dessins P. Gouin). 1:H8/79/1923/UF400; 2:H8/82/2620/UF1217; 3:H8/79/1275/UF125;4: H8/77/81; 5:H8/79/1272/ UF125 ; 6: H8/81/2359/UF722; 7: H8/78/1032/UF789; 8: H8/79/1926/UF131;9: H8/78/847/UF60 ; 10:H8/78/627/UF28; 11:  H8/82/2816; 12: H8/79/1384/UF130; 13:H8/81/2515/UF907; 14: H8/79/1380/UF401. 101",TOP,RIGHT,Fig.157,Fig.157/Righetti_5.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_6.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,"Fig.157: Gobelets, Hili 8 (dessins P. Gouin). 1:H8/79/1923/UF400; 2:H8/82/2620/UF1217; 3:H8/79/1275/UF125;4: H8/77/81; 5:H8/79/1272/ UF125 ; 6: H8/81/2359/UF722; 7: H8/78/1032/UF789; 8: H8/79/1926/UF131;9: H8/78/847/UF60 ; 10:H8/78/627/UF28; 11:  H8/82/2816; 12: H8/79/1384/UF130; 13:H8/81/2515/UF907; 14: H8/79/1380/UF401. 11 12 9 10",TOP,RIGHT,Fig.157,Fig.157/Righetti_6.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_7.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,3 4 5 6 7 8,TOP,RIGHT,Fig.157,Fig.157/Righetti_7.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_8.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,5 6 7 8 1 2,TOP,RIGHT,Fig.157,Fig.157/Righetti_8.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_9.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,7 8 9 10 3 4,TOP,RIGHT,Fig.157,Fig.157/Righetti_9.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_10.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,7 8 9 10 3 4,TOP,RIGHT,Fig.157,Fig.157/Righetti_10.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_11.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,9 10 11 12 5 6,TOP,RIGHT,Fig.157,Fig.157/Righetti_11.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_12.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,9 10 11 12 5 6,TOP,RIGHT,Fig.157,Fig.157/Righetti_12.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_13.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,9 10 11 12 13 14,TOP,RIGHT,Fig.157,Fig.157/Righetti_13.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_14.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.157,100,,9 10 11 12 13 14,TOP,RIGHT,Fig.157,Fig.157/Righetti_14.png,p. 101 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_15.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.158,101,,3 4 Notices des sites 1 2,TOP,RIGHT,Fig.158,Fig.158/Righetti_15.png,p. 102 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_16.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.158,101,,3 4 5 6,TOP,RIGHT,Fig.158,Fig.158/Righetti_16.png,p. 102 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_17.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.158,101,,9 10 11 12 12,TOP,RIGHT,Fig.158,Fig.158/Righetti_17.png,p. 102 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_18_12.0.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.158,101,12.0,12 14 15,TOP,RIGHT,Fig.158,Fig.158/Righetti_18_12.0.png,p. 102 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
Righetti_19.png,FRAG,Umm an-Nar / Hili 8 période III (2700-2000 av. J.-C.),Fig.158,101,,"14 15 Fig.158: Gobelets, Hili 8 (dessins P. Gouin).   1:H8/18/1057/UF76 ; 2:H8/78/725/UF66 ; 3:H8/78/850/UF60 ; 4: H8/78/782/UF59; 5:  H8/82/1595/UF1201 ; 6:H8/80/2091/UF603. 7: H8/79/1353/UF132 ; 8: H8/81/2930/UF753; 9:H8/81/2374/UF790 ; 10: H8/81/2315/ UF901; 11: H8/81/2913/UF901; 12:H8/78/862/UF60 ; 13: H8/81/2310/UF901; 14: H8/78/865/UF60; 15: H8/79/1354/UF132; 16:  H/78/858/UF60. .",TOP,RIGHT,Fig.158,Fig.158/Righetti_19.png,p. 102 (Gobelets Hili 8),Righetti,Righetti_Thèse_Volume_II.pdf
